HIP,RAJ2000,DEJ2000,Dist,Teff,mag,Lum,Mass,Rad,CHZ,OHZ,plx
64161,13 09 00.7399,+24 29 36.9807,270.0,6313,10.2384,5.0,1.3,1.9,1.5,2.2,3.73
64165,13 09 02.1149,+68 07 52.0046,420.0,6010,10.0534,15.0,1.16,3.5,3.0,4.0,2.38
64167,13 09 03.6940,+03 00 27.8273,76.0,5236,10.2496,0.5,0.86,0.86,0.6,0.8,13.11
64168,13 09 04.6192,-17 40 35.3706,190.0,6226,8.6445,11.3,1.3,2.9,2.3,3.0,5.33
64172,13 09 06.4772,+30 14 37.4030,98.0,6532,8.354,3.9,1.4,1.5,1.3,1.9,10.16
64175,13 09 08.5196,+21 27 22.0385,78.0,5900,8.4548,2.4,1.11,1.5,1.1,1.6,12.75
64177,13 09 10.4927,-39 52 23.0774,80.8,6344,8.1707,3.3,1.4,1.5,1.2,1.7,12.38
64180,13 09 13.5991,-68 05 33.9130,28.0,4432,10.6539,0.086,0.66,0.5,0.3,0.3,35.59
64183,13 09 15.7234,+75 10 53.8357,140.0,6540,8.2235,8.6,1.4,2.3,2.0,3.0,7.32
64184,13 09 16.2392,-60 18 29.8821,85.0,6698,8.3025,3.16,1.4,1.3,1.2,1.7,11.7
64187,13 09 18.2682,+54 59 03.4274,140.0,6300,9.9078,1.9,1.3,1.15,0.9,1.3,7.15
64191,13 09 20.0058,+54 15 21.6374,690.0,5911,11.2801,14.0,1.11,3.5,3.0,4.0,1.45
64193,13 09 21.0103,-27 43 40.6105,150.0,6490,8.4871,8.2,1.4,2.3,1.9,3.0,6.64
64194,13 09 22.7047,+51 09 18.0070,124.0,4980,8.6543,6.15,0.79,3.3,2.0,3.0,8.08
64197,13 09 25.9391,-57 46 10.6929,110.0,6127,9.268,2.3,1.23,1.3,1.0,1.5,9.08
64199,13 09 27.5780,-48 31 28.6904,130.0,6479,6.9422,24.0,1.4,3.9,3.0,5.0,7.9
64202,13 09 28.9551,+30 26 06.2242,180.0,6183,9.1495,6.21,1.3,2.17,1.7,2.4,5.66
64206,13 09 31.4046,+52 09 57.8134,65.0,5824,8.8565,1.08,1.07,1.0,0.7,1.1,15.48
64207,13 09 32.1519,+00 44 35.3075,130.0,5719,9.253,3.4,1.0,1.9,1.3,1.9,7.54
64208,13 09 33.3075,+56 49 59.6735,55.0,5957,7.155,3.7,1.14,1.8,1.4,1.9,18.2
64211,13 09 37.2589,+05 58 47.0623,130.0,6684,8.3549,6.0,1.4,1.8,1.6,2.3,7.98
64214,13 09 40.2597,-45 50 59.5088,67.0,6239,8.4718,1.7,1.3,1.13,0.9,1.3,14.85
64215,13 09 40.7403,+44 18 12.0072,110.0,6354,9.3252,2.0,1.4,1.18,0.97,1.4,9.09
64221,13 09 42.7472,-03 23 21.6606,140.0,6545,8.5003,6.3,1.4,2.0,1.7,2.4,7.25
64232,13 09 52.0345,+31 22 00.6948,140.0,6208,9.5131,2.6,1.3,1.4,1.1,1.6,7.22
64233,13 09 54.7792,-53 24 44.6804,83.0,6111,8.6638,2.3,1.22,1.4,1.1,1.5,11.99
64234,13 09 55.3578,+42 32 59.9421,112.0,5933,9.3519,2.14,1.12,1.4,1.0,1.5,8.89
64235,13 09 55.2716,+33 43 18.7842,80.6,5893,9.731,0.8,1.11,0.86,0.6,0.9,12.41
64243,13 10 00.4472,+16 08 52.6394,130.0,6315,7.9515,9.0,1.3,2.5,2.1,3.0,7.84
64246,13 10 03.2686,+38 29 55.9401,63.0,7091,6.0008,14.0,1.6,2.4,2.4,3.0,15.8
64247,13 10 04.1171,-00 37 00.2662,200.0,6161,8.9244,9.6,1.3,2.7,2.2,3.0,4.97
64250,13 10 09.4475,+53 37 40.0161,66.0,5621,9.3004,0.806,0.98,0.95,0.7,0.9,15.14
64251,13 10 09.7726,+73 57 39.5952,350.0,6135,9.5483,17.0,1.24,3.7,3.0,4.0,2.84
64254,13 10 12.2266,+15 20 17.9578,67.0,5857,9.1576,0.94,1.09,0.94,0.7,0.98,14.9
64255,13 10 12.9979,+15 09 13.7295,380.0,5816,10.6744,7.3,1.07,2.7,1.9,3.0,2.62
64257,13 10 13.1856,+14 32 53.3546,180.0,6088,10.7814,1.5,1.21,1.11,0.9,1.2,5.5
64258,13 10 13.1840,-67 33 05.6578,140.0,6231,9.1444,4.0,1.3,1.7,1.4,2.0,7.12
64261,13 10 16.0707,+41 49 02.9457,209.0,6057,10.4803,2.6,1.19,1.5,1.1,1.6,4.79
64262,13 10 16.8657,+09 32 11.2779,27.0,4378,9.4539,0.213,0.65,0.8,0.4,0.6,37.29
64264,13 10 19.5000,-32 48 19.3618,84.0,6179,8.6695,2.3,1.3,1.3,1.0,1.5,11.87
64266,13 10 20.0724,-18 29 44.8710,170.0,6079,9.8844,3.24,1.2,1.6,1.3,1.8,5.73
64270,13 10 21.0037,-34 46 45.0881,211.0,6743,8.2437,20.0,1.4,3.25,3.0,4.0,4.73
64273,13 10 21.7191,+57 25 33.5751,215.0,6485,8.9303,10.8,1.4,2.6,2.2,3.0,4.65
64274,13 10 21.8509,+25 54 11.1145,160.0,6205,10.711,1.3,1.3,0.98,0.8,1.1,6.15
64276,13 10 22.1789,-25 01 45.1465,112.0,6678,8.5795,4.06,1.4,1.5,1.3,1.9,8.93
64277,13 10 22.5370,-57 44 39.9587,170.0,6273,7.7715,21.2,1.3,3.9,3.0,4.0,5.78
64278,13 10 23.9110,+52 26 06.7007,120.0,6520,9.4324,2.1,1.4,1.14,0.97,1.4,8.3
64280,13 10 26.2745,+26 17 04.8885,190.0,5191,10.6154,2.3,0.84,1.9,1.2,1.6,5.37
64285,13 10 29.7119,-61 49 58.4206,111.0,6819,8.7134,3.5,1.5,1.3,1.2,1.7,9.03
64286,13 10 30.3903,-60 51 07.4153,260.0,7091,8.7343,18.0,1.6,2.8,3.0,4.0,3.86
64289,13 10 32.7932,-60 51 23.8487,33.0,5875,10.8858,0.042,1.1,0.198,0.15,0.21,30.02
64291,13 10 34.4784,-48 26 18.0715,280.0,6311,9.2559,14.0,1.3,3.15,3.0,4.0,3.56
64292,13 10 36.3344,-31 28 14.3620,51.9,5251,9.2357,0.64,0.86,0.97,0.6,0.9,19.27
64296,13 10 42.4096,-04 56 30.5268,140.0,6727,7.6985,14.0,1.4,2.8,2.5,4.0,7.14
64299,13 10 43.7406,+13 01 16.1253,250.0,6819,10.1504,4.6,1.5,1.5,1.4,2.0,4.04
64300,13 10 43.9397,-35 38 27.2284,140.0,6153,8.4741,7.24,1.25,2.4,1.9,3.0,7.3
64302,13 10 46.0464,+34 18 02.5819,83.0,6308,7.0026,9.4,1.3,2.6,2.1,3.0,12.08
64305,13 10 47.6664,+28 32 41.1771,340.0,6162,9.8044,11.9,1.3,3.0,2.4,3.0,2.93
64306,13 10 48.2351,+45 10 47.3849,70.6,4897,11.1945,0.22,0.77,0.65,0.4,0.5,14.17
64310,13 10 51.8156,-39 29 33.4407,82.4,6548,8.0989,3.5,1.4,1.5,1.3,1.8,12.14
64311,13 10 52.2474,+01 43 32.8782,160.0,6323,8.8096,6.7,1.3,2.16,1.8,2.5,6.4
64312,13 10 52.3393,+21 14 01.9991,140.0,6692,6.9219,29.0,1.4,4.0,4.0,5.0,7.07
64313,13 10 53.5591,+28 21 22.8341,400.0,7186,8.8563,37.0,1.6,3.9,4.0,5.0,2.52
64316,13 10 56.3019,-51 47 06.2798,190.0,6377,10.2938,2.3,1.4,1.3,1.0,1.5,5.33
64318,13 10 57.7853,-02 43 44.3937,140.0,6260,8.7587,5.8,1.3,2.06,1.7,2.3,7.0
64319,13 10 58.3036,-08 55 26.1579,200.0,6379,9.9476,3.8,1.4,1.6,1.3,1.9,5.04
64322,13 10 59.0475,-62 05 15.6629,100.0,6629,8.3264,4.14,1.4,1.5,1.4,1.9,9.99
64323,13 11 02.4336,-45 52 10.7160,99.0,6200,8.6428,3.4,1.3,1.6,1.3,1.8,10.07
64326,13 11 05.3371,-17 05 23.1848,105.0,7026,7.2045,12.2,1.6,2.4,2.3,3.0,9.49
64328,13 11 07.2509,+13 54 36.0624,117.0,6753,8.031,7.4,1.5,2.0,1.8,3.0,8.56
64330,13 11 07.6339,+06 36 56.5649,180.0,6221,9.3647,5.2,1.3,2.0,1.6,2.2,5.67
64331,13 11 07.8796,-71 48 51.1995,290.0,6251,7.9711,49.0,1.3,5.9,5.0,7.0,3.48
64332,13 11 08.9411,-42 13 58.1811,85.0,6215,5.8965,28.0,1.3,4.6,4.0,5.0,11.78
64336,13 11 14.7015,+33 27 57.3665,100.0,6742,8.0248,5.19,1.4,1.7,1.5,2.1,9.86
64338,13 11 16.3346,+12 12 43.9894,200.0,6135,9.4265,5.5,1.24,2.08,1.6,2.3,5.09
64341,13 11 18.6961,-46 36 07.0278,150.0,6661,8.6112,6.8,1.4,2.0,1.7,2.4,6.84
64342,13 11 18.8422,-09 34 50.2192,140.0,5992,9.0092,4.5,1.15,2.0,1.5,2.1,7.31
64344,13 11 21.7032,+14 19 42.9495,77.0,5637,9.3053,1.09,0.99,1.09,0.8,1.1,12.99
64347,13 11 23.1432,+63 08 46.2531,100.0,6288,7.5988,9.0,1.3,2.5,2.1,3.0,9.8
64352,13 11 27.6614,+33 34 37.5995,480.0,5859,10.5661,13.0,1.09,3.5,3.0,4.0,2.08
64356,13 11 28.8817,-12 59 59.9374,100.0,6128,8.9574,2.5,1.23,1.4,1.1,1.6,10.0
64357,13 11 29.0351,+28 52 04.5476,130.0,6294,8.9525,4.15,1.3,1.7,1.4,2.0,7.68
64363,13 11 30.5215,+44 06 43.8494,180.0,5449,10.1848,2.7,0.923,1.8,1.2,1.7,5.61
64368,13 11 34.1613,+34 29 13.5574,109.0,6329,8.4132,4.3,1.3,1.7,1.4,2.0,9.16
64371,13 11 37.0358,+12 20 29.1494,190.0,6109,9.0125,7.4,1.22,2.4,1.9,3.0,5.32
64372,13 11 37.0995,-67 27 57.9871,90.0,6500,8.7004,2.6,1.4,1.3,1.1,1.5,11.11
64374,13 11 39.1418,+74 07 07.9983,180.0,6345,10.5489,1.8,1.4,1.1,0.9,1.3,5.57
64377,13 11 40.5015,-55 07 57.1266,260.0,6269,9.7524,7.5,1.3,2.3,1.9,3.0,3.91
64379,13 11 41.2153,-38 31 55.3161,113.0,5867,9.8423,1.5,1.09,1.17,0.9,1.2,8.86
64382,13 11 43.9537,+25 12 14.1907,250.0,5804,10.4511,3.8,1.06,1.9,1.4,2.0,4.06
64383,13 11 44.8904,-07 03 01.6343,160.0,6153,9.079,5.6,1.25,2.08,1.6,2.3,6.27
64384,13 11 45.2097,-35 37 06.9170,50.0,5939,8.5321,0.96,1.13,0.93,0.7,0.98,19.85
64385,13 11 45.2819,-68 55 00.9376,321.0,6447,8.0553,56.0,1.4,6.0,5.0,7.0,3.12
64388,13 11 50.2377,+29 30 54.6283,240.0,5910,10.8636,2.6,1.11,1.5,1.1,1.6,4.09
64390,13 11 51.3816,-69 56 31.2705,42.1,6480,6.01,6.15,1.4,2.0,1.7,2.4,23.75
64392,13 11 52.8418,+35 16 29.5555,213.0,6235,9.5398,6.19,1.3,2.13,1.7,2.4,4.7
64397,13 11 54.9411,+23 12 22.4527,280.0,6092,9.8235,8.6,1.21,2.6,2.1,3.0,3.53
64399,13 11 56.7341,+23 12 44.1307,86.0,5387,10.6653,0.44,0.9,0.76,0.5,0.7,11.6
64401,13 11 58.6797,-49 37 05.0323,160.0,6523,8.8621,6.7,1.4,2.0,1.7,2.4,6.21
64403,13 11 58.8078,-13 35 14.8090,210.0,6947,8.6429,13.0,1.5,2.5,2.3,3.0,4.77
64404,13 12 01.8197,-12 24 09.5076,180.0,5749,8.6902,11.3,1.0,3.4,2.5,3.0,5.47
64405,13 12 02.0312,+32 05 07.0161,73.0,5600,6.8275,10.0,0.98,3.4,2.4,3.0,13.79
64410,13 12 04.1013,+35 51 07.3059,160.0,5947,10.0271,2.23,1.13,1.4,1.1,1.5,6.31
64411,13 12 04.8372,+36 54 31.0656,280.0,5863,9.0329,18.0,1.09,4.08,3.0,4.0,3.54
64412,13 12 05.0535,+11 13 13.7995,96.0,6453,8.3075,3.7,1.4,1.5,1.3,1.8,10.45
64413,13 12 05.4009,-51 52 46.7014,310.0,6029,10.378,6.4,1.17,2.3,1.8,3.0,3.23
64420,13 12 12.5869,+34 48 46.5618,99.0,6296,8.5045,3.4,1.3,1.6,1.3,1.8,10.14
64421,13 12 14.6029,-56 01 38.7438,190.0,6318,10.0382,3.15,1.3,1.5,1.2,1.7,5.34
64427,13 12 20.2918,-50 51 10.7380,400.0,6522,10.3367,9.6,1.4,2.4,2.1,3.0,2.52
64429,13 12 21.2937,+18 42 47.8865,120.0,6218,8.3061,6.0,1.3,2.11,1.7,2.4,8.3
64430,13 12 21.4068,+19 50 22.3044,140.0,5743,10.2707,1.5,1.0,1.22,0.9,1.2,7.35
64431,13 12 21.6894,-66 20 07.6068,190.0,5758,9.6701,5.06,1.0,2.3,1.6,2.3,5.23
64433,13 12 22.8759,+02 39 13.7762,190.0,6150,8.467,12.3,1.25,3.1,2.4,3.0,5.34
64439,13 12 27.4151,+20 50 31.8174,117.0,6151,9.0169,3.0,1.25,1.5,1.2,1.7,8.52
64442,13 12 29.9556,+22 55 01.9183,300.0,5967,9.7875,10.0,1.14,3.0,2.2,3.0,3.38
64446,13 12 33.6432,-60 13 22.6875,91.7,6108,8.9977,2.0,1.22,1.3,0.99,1.4,10.91
64450,13 12 37.1225,+43 31 53.8940,66.0,4921,10.8186,0.25,0.77,0.69,0.4,0.6,15.09
64451,13 12 37.5728,+58 26 56.6295,83.0,6018,8.7522,1.9,1.17,1.3,0.96,1.4,12.12
64452,13 12 39.8755,+76 17 02.3517,124.0,6624,8.9518,3.6,1.4,1.4,1.3,1.8,8.07
64453,13 12 40.0348,+04 04 05.8086,74.0,6946,7.4709,4.7,1.5,1.5,1.4,2.0,13.44
64454,13 12 40.2068,+58 26 40.8603,90.0,4693,10.5255,0.58,0.717,1.15,0.6,0.9,11.06
64461,13 12 46.3589,+34 31 41.6442,61.6,5875,8.1974,1.8,1.1,1.3,0.96,1.3,16.24
64462,13 12 46.3101,-53 55 49.0404,200.0,6129,8.6437,13.0,1.23,3.3,3.0,4.0,4.91
64463,13 12 47.4614,+26 52 52.2912,160.0,7146,8.547,7.8,1.6,1.8,1.8,3.0,6.24
64464,13 12 47.7493,+40 30 15.0549,180.0,6213,8.9242,8.0,1.3,2.4,2.0,3.0,5.53
64469,13 12 49.2349,+34 53 18.5889,65.0,6016,8.6657,1.4,1.17,1.07,0.8,1.2,15.28
64471,13 12 49.9721,-61 32 42.3000,150.0,6974,7.3439,22.0,1.5,3.22,3.0,4.0,6.65
64478,13 12 55.7072,-59 48 58.8332,42.2,5788,6.3222,5.0,1.06,2.23,1.6,2.3,23.72
64479,13 12 56.2252,-29 39 00.7764,190.0,5129,10.0804,4.0,0.83,2.5,1.6,2.2,5.4
64483,13 13 02.3247,+05 08 10.8044,410.0,5991,9.1957,30.9,1.15,5.16,4.0,6.0,2.44
64487,13 13 06.2052,+16 24 55.5178,230.0,6846,9.2046,9.5,1.5,2.2,2.0,3.0,4.34
64492,13 13 09.3052,+68 58 48.1134,106.0,6516,8.5171,4.0,1.4,1.6,1.3,1.9,9.45
64493,13 13 10.1984,+21 00 04.8995,180.0,5588,9.5951,4.22,0.97,2.19,1.5,2.1,5.71
64494,13 13 10.6951,-61 53 31.2055,130.0,5977,8.9595,4.4,1.14,2.0,1.5,2.1,7.61
64497,13 13 13.1220,-08 55 54.2276,68.0,5932,9.0623,1.08,1.12,0.98,0.7,1.0,14.68
64500,13 13 13.4239,+59 57 48.0594,80.7,5479,9.4995,1.0,0.93,1.13,0.8,1.1,12.39
64505,13 13 15.9938,-07 56 00.0844,230.0,6410,9.2236,10.0,1.4,2.6,2.2,3.0,4.27
64506,13 13 16.6112,-63 18 00.6568,530.0,6030,9.305,49.0,1.17,6.4,5.0,7.0,1.89
64509,13 13 19.9037,-50 03 44.5471,250.0,6197,10.1311,5.3,1.3,2.0,1.6,2.2,3.96
64510,13 13 20.2754,+31 50 08.4584,160.0,5834,10.558,1.6,1.08,1.22,0.9,1.3,6.12
64516,13 13 23.8435,+27 29 30.5291,150.0,5934,9.7686,2.7,1.12,1.6,1.2,1.6,6.57
64517,13 13 23.7960,+52 51 39.0084,570.0,5660,9.4708,53.0,1.0,7.6,5.0,7.0,1.74
64518,13 13 25.2623,+28 19 30.5350,200.0,6223,9.6158,4.8,1.3,1.9,1.5,2.1,4.96
64519,13 13 25.8165,-52 24 26.3664,300.0,7074,8.4185,33.0,1.6,3.8,4.0,5.0,3.32
64524,13 13 28.3993,-43 02 36.8202,114.0,5148,9.2394,3.17,0.83,2.24,1.4,1.9,8.81
64525,13 13 28.7419,+31 40 18.8012,140.0,7056,9.1199,3.4,1.6,1.24,1.2,1.7,7.37
64526,13 13 28.9676,-12 13 28.8868,170.0,6338,10.3105,2.05,1.4,1.19,0.98,1.4,5.74
64532,13 13 36.8896,+56 42 29.9304,25.0,5783,6.9429,1.0,1.05,1.0,0.7,1.0,39.53
64534,13 13 39.4028,-32 18 26.8026,280.0,4520,11.9666,3.21,0.68,2.9,1.5,2.1,3.57
64535,13 13 40.3660,-04 22 37.3987,87.0,5870,8.8182,2.24,1.09,1.4,1.1,1.5,11.49
64537,13 13 41.1384,-62 47 38.1495,64.0,5406,9.2934,0.97,0.908,1.12,0.7,1.0,15.7
64538,13 13 41.0902,+46 28 34.5966,56.0,5734,8.6833,1.0,1.0,1.0,0.7,1.0,17.71
64542,13 13 43.5616,-35 56 46.1086,209.0,6742,8.5378,15.0,1.4,2.8,3.0,4.0,4.78
64544,13 13 45.2316,-26 30 56.9629,85.0,5964,8.7496,2.22,1.14,1.4,1.1,1.5,11.72
64545,13 13 45.9657,-67 55 33.9500,117.0,6290,9.0693,3.0,1.3,1.5,1.2,1.7,8.54
64547,13 13 47.3269,-06 55 13.5121,110.0,6204,9.0916,2.6,1.3,1.4,1.1,1.6,9.08
64549,13 13 51.0210,+27 50 35.0957,122.0,6259,10.0381,1.3,1.3,0.98,0.8,1.1,8.17
64550,13 13 52.3167,-45 11 07.9103,24.0,5761,7.0519,0.907,1.0,0.96,0.7,0.97,40.95
64551,13 13 52.9477,+25 41 54.1396,83.0,6226,7.4047,6.3,1.3,2.16,1.7,2.4,12.1
64552,13 13 53.5144,-65 02 00.5293,270.0,6548,8.5675,25.0,1.4,3.9,3.0,5.0,3.67
64553,13 13 54.0995,-39 45 47.7751,100.0,5476,8.9235,3.0,0.93,1.9,1.3,1.8,9.73
64558,13 13 58.8438,-48 49 03.0445,311.0,6576,8.557,31.7,1.4,4.3,4.0,5.0,3.22
64560,13 14 00.3344,-51 01 59.3989,106.0,6628,9.9792,1.0,1.4,0.76,0.7,0.9,9.47
64562,13 14 01.4860,-22 21 44.4595,150.0,6554,8.1322,10.0,1.4,2.5,2.1,3.0,6.76
64565,13 14 03.3801,-58 19 01.4475,160.0,6596,7.7182,18.0,1.4,3.3,3.0,4.0,6.34
64566,13 14 03.6046,+09 46 26.0915,100.0,5017,8.7405,3.5,0.79,2.5,1.5,2.1,9.84
64570,13 14 05.0060,-32 15 15.0836,140.0,6086,9.2078,3.8,1.21,1.7,1.4,1.9,7.24
64571,13 14 05.9547,-00 15 23.5751,313.0,6557,9.5323,13.0,1.4,2.8,2.4,3.0,3.19
64573,13 14 09.3943,-16 33 30.1890,47.0,5423,8.321,1.14,0.914,1.21,0.8,1.1,21.22
64574,13 14 09.3677,-14 16 55.6492,113.0,6038,8.0422,7.4,1.18,2.5,1.9,3.0,8.87
64575,13 14 10.6175,+00 09 50.3757,121.0,5717,9.3472,2.6,1.0,1.6,1.2,1.7,8.25
64578,13 14 11.5358,-63 22 25.4321,480.0,6863,7.9828,122.0,1.5,7.8,7.0,10.0,2.08
64583,13 14 15.4281,-59 06 10.2943,18.0,5357,5.0087,3.8,0.89,2.3,1.5,2.1,54.95
64584,13 14 15.9992,+21 18 10.3121,130.0,5838,10.0857,1.4,1.08,1.16,0.9,1.2,7.99
64591,13 14 20.3262,+48 52 11.2399,280.0,6710,10.0758,6.24,1.4,1.8,1.6,2.3,3.51
64592,13 14 22.1963,+25 40 51.4395,270.0,6034,10.2884,4.8,1.18,2.0,1.5,2.2,3.77
64593,13 14 22.6885,+41 05 27.5680,150.0,5451,10.8358,1.0,0.924,1.14,0.8,1.1,6.75
64594,13 14 23.6072,-29 15 43.8883,89.0,5969,9.1732,1.6,1.14,1.2,0.9,1.3,11.27
64596,13 14 25.0956,+45 10 50.0487,207.0,6516,8.9059,10.0,1.4,2.5,2.1,3.0,4.83
64597,13 14 25.1329,-35 26 23.3866,86.0,6406,7.9131,4.6,1.4,1.7,1.4,2.0,11.6
64599,13 14 25.8697,+45 35 09.2212,78.0,5600,9.5474,0.85,0.98,0.98,0.7,0.95,12.87
64604,13 14 28.6460,+53 48 55.9934,140.0,6957,9.1482,3.8,1.5,1.3,1.3,1.8,7.01
64605,13 14 29.1598,+59 37 10.5771,170.0,6311,8.4238,10.6,1.3,2.7,2.2,3.0,5.82
64606,13 14 30.0753,+51 36 15.4860,180.0,6555,9.8009,3.4,1.4,1.4,1.2,1.7,5.52
64610,13 14 34.7674,-28 32 07.9076,123.0,6580,8.596,4.8,1.4,1.7,1.5,2.1,8.15
64611,13 14 35.8247,-42 12 09.3025,150.0,6687,8.1781,10.0,1.4,2.4,2.1,3.0,6.84
64614,13 14 37.0160,+29 24 04.5942,140.0,5955,8.7712,5.6,1.13,2.22,1.7,2.4,7.01
64615,13 14 37.4789,+15 17 09.4945,83.0,6357,8.797,1.9,1.4,1.13,0.9,1.3,12.05
64617,13 14 39.9494,-46 51 26.9088,130.0,7016,8.0541,9.12,1.6,2.0,1.9,3.0,7.5
64618,13 14 40.1584,+33 11 28.9744,240.0,4455,10.666,4.9,0.66,3.7,1.9,3.0,4.11
64619,13 14 40.2999,+32 55 27.7546,250.0,5933,9.897,6.7,1.12,2.4,1.8,3.0,3.94
64621,13 14 40.5639,-79 17 28.5986,87.0,5850,8.936,2.05,1.09,1.4,1.0,1.4,11.53
64626,13 14 46.6592,+57 01 04.5328,51.4,5275,9.845,0.34,0.87,0.7,0.5,0.6,19.45
64630,13 14 50.0730,+28 10 43.0008,440.0,6250,10.6148,9.9,1.3,2.7,2.2,3.0,2.28
64634,13 14 52.9817,+29 44 56.7156,116.0,5712,11.1538,0.45,1.0,0.68,0.5,0.7,8.61
64636,13 14 54.5242,+59 17 44.1604,300.0,6452,8.2519,39.0,1.4,5.0,4.0,6.0,3.28
64637,13 14 55.6228,-51 48 16.8107,100.0,6468,7.7205,7.8,1.4,2.23,1.9,3.0,9.68
64639,13 14 55.9610,+54 08 02.3402,94.0,6375,9.0979,1.8,1.4,1.1,0.9,1.3,10.62
64649,13 15 09.4543,-37 54 48.3126,73.0,5846,9.6878,0.711,1.08,0.822,0.6,0.9,13.79
64652,13 15 09.9621,-83 50 36.4326,360.0,5924,9.9034,14.0,1.12,3.5,3.0,4.0,2.78
64655,13 15 12.3158,+84 45 07.5680,52.4,6307,7.3862,2.8,1.3,1.4,1.1,1.6,19.1
64656,13 15 13.3906,-19 12 17.1123,97.0,5899,8.6657,3.19,1.11,1.7,1.3,1.8,10.28
64657,13 15 13.4420,+10 41 19.2087,93.0,6137,9.0424,1.9,1.24,1.23,0.97,1.4,10.73
64659,13 15 14.4439,-40 23 18.9584,84.0,5299,7.9443,5.4,0.88,2.8,1.8,2.5,11.9
64660,13 15 14.3712,-18 55 11.6115,160.0,7024,8.0687,12.4,1.6,2.4,2.3,3.0,6.13
64662,13 15 16.3241,+17 50 26.5213,360.0,5117,11.582,3.9,0.822,2.5,1.6,2.2,2.78
64663,13 15 16.6661,-50 58 07.1793,190.0,5042,9.2474,8.8,0.8,3.9,2.4,3.0,5.32
64669,13 15 19.4585,+21 54 23.5906,210.0,6762,10.0815,3.6,1.5,1.4,1.2,1.8,4.77
64670,13 15 20.3443,-24 00 02.0097,75.0,6559,8.4209,2.18,1.4,1.15,0.99,1.4,13.28
64671,13 15 20.4476,+55 18 47.3066,111.0,5668,10.2516,0.88,1.0,0.98,0.7,0.97,8.97
64672,13 15 20.7661,-17 28 16.7393,500.0,6800,9.0726,49.0,1.5,5.07,5.0,7.0,1.99
64674,13 15 21.0019,-01 44 45.6598,150.0,5706,8.936,5.9,1.0,2.5,1.8,2.5,6.53
64675,13 15 21.7056,+07 29 33.3307,109.0,5261,8.8156,3.8,0.86,2.4,1.5,2.1,9.14
64676,13 15 22.4880,-53 41 35.8454,111.0,6186,9.115,2.6,1.3,1.4,1.1,1.6,8.99
64679,13 15 23.7355,+64 56 20.3535,67.0,5469,9.8788,0.511,0.93,0.8,0.5,0.8,15.02
64680,13 15 24.7034,+03 13 10.6617,83.0,5987,9.1531,1.4,1.15,1.1,0.8,1.2,12.03
64684,13 15 26.8466,-57 02 12.0058,290.0,6226,9.1603,16.0,1.3,3.5,3.0,4.0,3.5
64686,13 15 27.7766,+53 32 11.8344,240.0,7059,9.3239,8.7,1.6,2.0,1.9,3.0,4.25
64687,13 15 28.3708,-39 41 35.0937,125.0,5783,8.8355,4.5,1.05,2.13,1.5,2.2,8.02
64688,13 15 30.7426,-08 03 19.0838,42.1,5692,8.2025,0.96,1.0,1.0,0.7,1.0,23.76
64689,13 15 30.8595,+50 49 57.7122,125.0,6255,9.24,2.8,1.3,1.4,1.2,1.6,8.02
64690,13 15 29.4851,-87 33 37.0954,25.0,6233,7.2549,0.69,1.3,0.713,0.6,0.8,40.7
64691,13 15 32.0763,+36 35 58.8960,140.0,6146,8.8281,5.3,1.24,2.0,1.6,2.3,7.09
64694,13 15 34.9542,+43 54 30.0605,80.0,5200,10.3532,0.48,0.85,0.85,0.5,0.8,12.51
64701,13 15 38.7361,+34 10 57.2098,74.0,6241,8.0517,2.9,1.3,1.5,1.2,1.7,13.49
64704,13 15 40.0085,+12 46 36.6469,211.0,6507,9.0854,8.7,1.4,2.3,2.0,3.0,4.73
64706,13 15 43.3971,+11 53 46.5257,48.0,4900,9.4588,0.47,0.77,0.95,0.6,0.8,20.98
64707,13 15 44.1253,+10 15 01.6291,206.0,6534,9.0154,9.0,1.4,2.3,2.0,3.0,4.85
64710,13 15 46.4106,+14 57 55.9512,109.0,6496,8.7037,3.3,1.4,1.4,1.2,1.7,9.17
64713,13 15 47.4619,-29 30 20.4694,67.0,5853,9.3902,0.78,1.09,0.86,0.6,0.9,14.94
64714,13 15 48.3356,+48 50 01.7663,60.0,5217,9.6342,0.56,0.85,0.92,0.6,0.8,16.66
64723,13 15 57.9304,-48 47 21.7707,140.0,6003,10.2464,1.4,1.16,1.11,0.8,1.2,7.24
64728,13 16 02.5539,+63 37 11.9595,150.0,6229,8.5297,8.3,1.3,2.5,2.0,3.0,6.59
64733,13 16 03.9200,+03 57 51.0215,125.0,6187,8.3105,6.8,1.3,2.3,1.8,3.0,8.0
64738,13 16 06.0689,-21 55 02.5316,93.0,6086,8.2398,4.09,1.21,1.8,1.4,2.0,10.75
64739,13 16 06.6595,-57 03 41.7229,140.0,7193,7.036,24.0,1.6,3.18,3.0,4.0,7.15
64741,13 16 08.1853,-54 07 24.8063,170.0,6019,9.4296,4.8,1.17,2.0,1.6,2.2,5.82
64743,13 16 09.2161,-84 27 46.1928,100.0,6351,8.6926,3.19,1.4,1.5,1.2,1.7,9.8
64744,13 16 09.6448,+58 12 23.3643,111.0,5968,8.9346,2.9,1.14,1.6,1.2,1.7,9.02
64745,13 16 09.6681,+16 03 25.1801,290.0,6721,10.3198,5.4,1.4,1.7,1.5,2.2,3.45
